2022-04-01 05:05:01.633 ERROR [queue-executor-handler-4][?:?]:[online#12711120_80064|PUNCMH|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":4429}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648760701509}},\"lastRefreshTime\":1648760701506},\"del\":{}}","rid":"online#12711120_80064","requestJson":{"index":1,"type":1}}
2022-04-01 06:01:31.668 ERROR [queue-executor-handler-14][?:?]:[online#7307167_40062|不欧不想氪了|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":6}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":230}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"3\":1648762946989}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764091664}},\"lastRefreshTime\":1648764091661},\"del\":{}}","rid":"online#7307167_40062","requestJson":{"index":1,"type":1}}
2022-04-01 06:02:23.074 ERROR [queue-executor-handler-14][?:?]:[online#7307167_40062|不欧不想氪了|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":12}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1130}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"3\":1648762946989}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764143067}},\"lastRefreshTime\":1648764143065},\"del\":{}}","rid":"online#7307167_40062","requestJson":{"index":1,"type":1}}
2022-04-01 06:03:24.188 ERROR [queue-executor-handler-13][KOSBaseHandler.java:414]:[online#22775025_80515|886|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1813}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2789}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764204181}},\"lastRefreshTime\":1648764204179},\"del\":{}}","rid":"online#22775025_80515","requestJson":{"index":1,"type":1}}
2022-04-01 06:03:47.080 ERROR [queue-executor-handler-14][?:?]:[online#21282082_80471|尖棒子|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":3173}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":237}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764227073}},\"lastRefreshTime\":1648764227070},\"del\":{}}","rid":"online#21282082_80471","requestJson":{"index":1,"type":1}}
2022-04-01 06:03:50.689 ERROR [queue-executor-handler-14][?:?]:[online#21282082_80471|尖棒子|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2273}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":7}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":241}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764230682}},\"lastRefreshTime\":1648764230680},\"del\":{}}","rid":"online#21282082_80471","requestJson":{"index":1,"type":1}}
2022-04-01 06:03:49.131 ERROR [queue-executor-handler-14][?:?]:[online#21282082_80471|尖棒子|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2873}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":239}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764229123}},\"lastRefreshTime\":1648764229120},\"del\":{}}","rid":"online#21282082_80471","requestJson":{"index":1,"type":1}}
2022-04-01 06:03:50.290 ERROR [queue-executor-handler-14][?:?]:[online#21282082_80471|尖棒子|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":2573}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":6}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":240}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764230282}},\"lastRefreshTime\":1648764230280},\"del\":{}}","rid":"online#21282082_80471","requestJson":{"index":1,"type":1}}
2022-04-01 06:03:51.190 ERROR [queue-executor-handler-14][?:?]:[online#21282082_80471|尖棒子|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1973}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764231182}},\"lastRefreshTime\":1648764231180},\"del\":{}}","rid":"online#21282082_80471","requestJson":{"index":1,"type":1}}
2022-04-01 06:03:52.927 ERROR [queue-executor-handler-14][?:?]:[online#21282082_80471|尖棒子|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1673}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":11}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":243}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764232922}},\"lastRefreshTime\":1648764232920},\"del\":{}}","rid":"online#21282082_80471","requestJson":{"index":1,"type":1}}
2022-04-01 06:04:00.271 ERROR [queue-executor-handler-14][?:?]:[online#21282082_80471|尖棒子|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1373}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":14}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":250}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764240263}},\"lastRefreshTime\":1648764240260},\"del\":{}}","rid":"online#21282082_80471","requestJson":{"index":1,"type":1}}
2022-04-01 06:04:00.628 ERROR [queue-executor-handler-14][?:414]:[online#21282082_80471|尖棒子|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1073}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":15}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":251}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764240622}},\"lastRefreshTime\":1648764240620},\"del\":{}}","rid":"online#21282082_80471","requestJson":{"index":1,"type":1}}
2022-04-01 06:04:00.927 ERROR [queue-executor-handler-14][?:?]:[online#21282082_80471|尖棒子|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":773}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":16}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764240922}},\"lastRefreshTime\":1648764240920},\"del\":{}}","rid":"online#21282082_80471","requestJson":{"index":1,"type":1}}
2022-04-01 06:04:01.227 ERROR [queue-executor-handler-14][?:?]:[online#21282082_80471|尖棒子|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":473}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":17}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764241222}},\"lastRefreshTime\":1648764241220},\"del\":{}}","rid":"online#21282082_80471","requestJson":{"index":1,"type":1}}
2022-04-01 06:04:01.630 ERROR [queue-executor-handler-14][?:?]:[online#21282082_80471|尖棒子|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":173}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":18}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":252}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764241623}},\"lastRefreshTime\":1648764241620},\"del\":{}}","rid":"online#21282082_80471","requestJson":{"index":1,"type":1}}
2022-04-01 06:04:51.840 ERROR [queue-executor-handler-3][?:?]:[online#16459285_80465|蛋卷超人|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":11332}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":3681}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764291837}},\"lastRefreshTime\":1648764291834},\"del\":{}}","rid":"online#16459285_80465","requestJson":{"index":1,"type":1}}
2022-04-01 06:06:11.724 ERROR [queue-executor-handler-8][?:?]:[online#4042863_30034|雾里看小花|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":30216}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764371719}},\"lastRefreshTime\":1648764371717},\"del\":{}}","rid":"online#4042863_30034","requestJson":{"index":1,"type":1}}
2022-04-01 06:06:22.118 ERROR [queue-executor-handler-6][?:?]:[online#10607054_80520|媛琪欣|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":906}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":3848}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764382113}},\"lastRefreshTime\":1648764382110},\"del\":{}}","rid":"online#10607054_80520","requestJson":{"index":1,"type":1}}
2022-04-01 06:06:31.601 ERROR [queue-executor-handler-12][?:?]:[online#1197176_10019|兴趣英雄光头|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1767}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764391595}},\"lastRefreshTime\":1648764391592},\"del\":{}}","rid":"online#1197176_10019","requestJson":{"index":1,"type":1}}
2022-04-01 06:06:33.191 ERROR [queue-executor-handler-12][?:?]:[online#1197176_10019|兴趣英雄光头|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1467}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764393184}},\"lastRefreshTime\":1648764393182},\"del\":{}}","rid":"online#1197176_10019","requestJson":{"index":1,"type":1}}
2022-04-01 06:06:35.151 ERROR [queue-executor-handler-12][?:?]:[online#1197176_10019|兴趣英雄光头|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1167}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764395146}},\"lastRefreshTime\":1648764395144},\"del\":{}}","rid":"online#1197176_10019","requestJson":{"index":1,"type":1}}
2022-04-01 06:06:34.726 ERROR [queue-executor-handler-1][?:?]:[online#5867941_80449|战区守卫|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":2667}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":4114}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764394722}},\"lastRefreshTime\":1648764394721},\"del\":{}}","rid":"online#5867941_80449","requestJson":{"index":1,"type":1}}
2022-04-01 06:06:37.382 ERROR [queue-executor-handler-12][?:?]:[online#1197176_10019|兴趣英雄光头|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":867}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764397376}},\"lastRefreshTime\":1648764397374},\"del\":{}}","rid":"online#1197176_10019","requestJson":{"index":1,"type":1}}
2022-04-01 06:06:40.811 ERROR [queue-executor-handler-6][?:?]:[online#17078479_40304|无名英雄|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":15942}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":3965}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764400802}},\"lastRefreshTime\":1648764400799},\"del\":{}}","rid":"online#17078479_40304","requestJson":{"index":1,"type":1}}
2022-04-01 06:06:50.291 ERROR [queue-executor-handler-9][?:?]:[online#15599957_80300|888|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":3420}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":7}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":102}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764410287}},\"lastRefreshTime\":1648764410286},\"del\":{}}","rid":"online#15599957_80300","requestJson":{"index":1,"type":1}}
2022-04-01 06:07:16.428 ERROR [queue-executor-handler-2][?:?]:[online#17258689_40286|战粟的龙卷|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":21029}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":941}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764436423}},\"lastRefreshTime\":1648764436420},\"del\":{}}","rid":"online#17258689_40286","requestJson":{"index":1,"type":1}}
2022-04-01 06:07:15.421 ERROR [queue-executor-handler-2][?:?]:[online#17258689_40286|战粟的龙卷|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":21329}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":940}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764435417}},\"lastRefreshTime\":1648764435414},\"del\":{}}","rid":"online#17258689_40286","requestJson":{"index":1,"type":1}}
2022-04-01 06:07:16.957 ERROR [queue-executor-handler-2][?:?]:[online#17258689_40286|战粟的龙卷|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":20729}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":942}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764436953}},\"lastRefreshTime\":1648764436952},\"del\":{}}","rid":"online#17258689_40286","requestJson":{"index":1,"type":1}}
2022-04-01 06:07:57.831 ERROR [queue-executor-handler-10][KOSBaseHandler.java:414]:[online#16843879_80354|一拳超人啊|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":30920}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":261}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764477825}},\"lastRefreshTime\":1648764477823},\"del\":{}}","rid":"online#16843879_80354","requestJson":{"index":1,"type":1}}
2022-04-01 06:09:11.656 ERROR [queue-executor-handler-12][?:?]:[online#22547850_80509|i如积分换|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1430}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":344}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764551651}},\"lastRefreshTime\":1648764551651},\"del\":{}}","rid":"online#22547850_80509","requestJson":{"index":1,"type":1}}
2022-04-01 06:09:12.528 ERROR [queue-executor-handler-12][?:?]:[online#22547850_80509|i如积分换|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1130}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":345}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764552523}},\"lastRefreshTime\":1648764552523},\"del\":{}}","rid":"online#22547850_80509","requestJson":{"index":1,"type":1}}
2022-04-01 06:10:39.723 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4273}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":79}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":648}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"3\":1648764121047}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764639719}},\"lastRefreshTime\":1648764639714},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 06:10:39.431 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4272}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":78}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":948}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"3\":1648764121047}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764639428}},\"lastRefreshTime\":1648764639424},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 06:10:40.020 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":80}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":348}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"3\":1648764121047}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764640016}},\"lastRefreshTime\":1648764640013},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 06:10:40.321 ERROR [queue-executor-handler-4][?:?]:[online#11064488_30001|9|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":81}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":48}}},\"saitama\":{\"taskGroup\":{\"readyTaskType\":{\"3\":1648764121047}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764640316}},\"lastRefreshTime\":1648764640313},\"del\":{}}","rid":"online#11064488_30001","requestJson":{"index":1,"type":1}}
2022-04-01 06:11:57.939 ERROR [queue-executor-handler-16][?:?]:[online#2080974_10030|很酷的叮|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":13842}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764717934}},\"lastRefreshTime\":1648764717932},\"del\":{}}","rid":"online#2080974_10030","requestJson":{"index":1,"type":1}}
2022-04-01 06:12:05.382 ERROR [queue-executor-handler-5][?:?]:[online#8274697_20054|欧毫|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":13190}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764725376}},\"lastRefreshTime\":1648764725374},\"del\":{}}","rid":"online#8274697_20054","requestJson":{"index":1,"type":1}}
2022-04-01 06:13:11.005 ERROR [queue-executor-handler-1][?:?]:[online#3004000_20018|我囤我囤我囤囤|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1581}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764791000}},\"lastRefreshTime\":1648764790998},\"del\":{}}","rid":"online#3004000_20018","requestJson":{"index":1,"type":1}}
2022-04-01 06:13:04.818 ERROR [queue-executor-handler-12][?:?]:[online#23668768_80553|多看看|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":693}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764784808}},\"lastRefreshTime\":1648764784807},\"del\":{}}","rid":"online#23668768_80553","requestJson":{"index":1,"type":1}}
2022-04-01 06:13:12.298 ERROR [queue-executor-handler-1][?:414]:[online#3004000_20018|我囤我囤我囤囤|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1281}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764792293}},\"lastRefreshTime\":1648764792284},\"del\":{}}","rid":"online#3004000_20018","requestJson":{"index":1,"type":1}}
2022-04-01 06:13:14.005 ERROR [queue-executor-handler-1][?:?]:[online#3004000_20018|我囤我囤我囤囤|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":5}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":981}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764793999}},\"lastRefreshTime\":1648764793996},\"del\":{}}","rid":"online#3004000_20018","requestJson":{"index":1,"type":1}}
2022-04-01 06:13:16.386 ERROR [queue-executor-handler-1][?:?]:[online#3004000_20018|我囤我囤我囤囤|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":8}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":381}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764796382}},\"lastRefreshTime\":1648764796379},\"del\":{}}","rid":"online#3004000_20018","requestJson":{"index":1,"type":1}}
2022-04-01 06:13:15.655 ERROR [queue-executor-handler-1][?:?]:[online#3004000_20018|我囤我囤我囤囤|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":7}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":681}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764795650}},\"lastRefreshTime\":1648764795648},\"del\":{}}","rid":"online#3004000_20018","requestJson":{"index":1,"type":1}}
2022-04-01 06:13:17.117 ERROR [queue-executor-handler-1][?:?]:[online#3004000_20018|我囤我囤我囤囤|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":9}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":81}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764797111}},\"lastRefreshTime\":1648764797109},\"del\":{}}","rid":"online#3004000_20018","requestJson":{"index":1,"type":1}}
2022-04-01 06:13:37.009 ERROR [queue-executor-handler-12][?:?]:[online#23668768_80553|多看看|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":6}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":4399}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":393}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764816998}},\"lastRefreshTime\":1648764816997},\"del\":{}}","rid":"online#23668768_80553","requestJson":{"index":1,"type":1}}
2022-04-01 06:13:42.379 ERROR [queue-executor-handler-5][?:?]:[online#20227851_80442|赛克斯的老公|65024]{"opCode":65024,"diff":"{\"d\":{\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":7078}}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1711}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764822374}},\"lastRefreshTime\":1648764822372},\"del\":{}}","rid":"online#20227851_80442","requestJson":{"index":1,"type":1}}
2022-04-01 06:16:09.186 ERROR [queue-executor-handler-7][?:?]:[online#7894551_30088|恭囍發财|65024]{"opCode":65024,"diff":"{\"d\":{\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":1490}}},\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":1559}}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648764969182}},\"lastRefreshTime\":1648764969180},\"del\":{}}","rid":"online#7894551_30088","requestJson":{"index":1,"type":1}}
2022-04-01 06:17:51.180 ERROR [queue-executor-handler-1][?:?]:[online#23669492_80553|赛高古|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":2}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":403}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":700}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765071172}},\"lastRefreshTime\":1648765071172},\"del\":{}}","rid":"online#23669492_80553","requestJson":{"index":1,"type":1}}
2022-04-01 06:17:54.678 ERROR [queue-executor-handler-1][?:?]:[online#23669492_80553|赛高古|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":3}}},\"ach\":{\"achLMap\":{\"A05S02\":{\"curTask\":{\"cv\":406}}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":400}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765074668}},\"lastRefreshTime\":1648765074667},\"del\":{}}","rid":"online#23669492_80553","requestJson":{"index":1,"type":1}}
2022-04-01 06:17:55.654 ERROR [queue-executor-handler-1][?:?]:[online#23669492_80553|赛高古|65024]{"opCode":65024,"diff":"{\"d\":{\"realPvp\":{\"draw\":{\"1030\":{\"sumTimes\":4}}},\"wallet\":{\"moneys\":{\"fairpoint\":{\"amount\":100}}},\"heroBag\":{\"freeRebornTime\":{\"lastChangeTime\":1648765075647}},\"lastRefreshTime\":1648765075647},\"del\":{}}","rid":"online#23669492_80553","requestJson":{"index":1,"type":1}}
